std
r1,200,200
r2,400,200
r3,600,200
r4,1000,400
base
r1,910
r2,1600
r3,7300
r4,7300
kwh
r1,93.3
r2,187.9
r3,280.6
r4,709.5
rate
offpeak,0.7
mid,0.9
peak,1.0
time
offpeak,23:00,00:00
offpeak,00:00,09:00
mid,09:00,10:00
mid,12:00,13:00
mid,17:00,23:00
peak,10:00,12:00
peak,13:00,17:00
